가게이름,카테고리,전체평점,평점건수,리뷰수,영업상태,영업시간,주소,지번,,연락처,홈페이지,리뷰작성자,작성자리뷰작성수,작성자평균평점,팔로워,리뷰평점,리뷰작성일,리뷰내용,리뷰이미지,
신흥갈비,갈비,4.5,"11
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 22:00화(11/4)17:00 ~ 22:00수(11/5)17:00 ~ 22:00목(11/6)17:00 ~ 22:00금(11/7)17:00 ~ 22:00토(11/8)17:00 ~ 22:00일(11/9)17:00 ~ 22:00수정제안,인천 미추홀구 경인남길30번길 61-5 1층 (우)22207,용현동 182-9,,322359002,"웹사이트를 알려주세요
수정제안","
.",17,4.8,2,5,2019.10.24.,아우 갈비가 맛이 괜찮네요~~ ,,https://place.map.kakao.com/1850319363#review
신흥갈비,갈비,4.5,"11
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 22:00화(11/4)17:00 ~ 22:00수(11/5)17:00 ~ 22:00목(11/6)17:00 ~ 22:00금(11/7)17:00 ~ 22:00토(11/8)17:00 ~ 22:00일(11/9)17:00 ~ 22:00수정제안,인천 미추홀구 경인남길30번길 61-5 1층 (우)22207,용현동 182-9,,322359002,"웹사이트를 알려주세요
수정제안","
일반인",15,3.4,0,5,2019.06.07.,맛있아요 ,,https://place.map.kakao.com/1850319363#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
맛있으면오점",53,4.6,1,5,2025.10.09.,"고기맛이 너무 좋습니다. 주막고기, 갈매기살 다 맛있는데 차돌박이가 찐입니다. 밑반찬, 비빔국수, 계란찜 전부 괜찮았고, 사장님들도 친절하셔서 좋았습니다. ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc5eb90b77b4335b298ce03507a0ebd42fab69def%3Foriginal,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
예지",1,5,0,5,2025.06.02.,사장님 정말 친절하세요!! 음식도 너무 맛있고 직원분들도 다들 너무 친절하셔서 기분 좋게 저녁 먹었습니다?? ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F363b1e4c915f16c7142c3ffcbb9381a4f4aece16%3Foriginal,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
甫翼(심문한)우섭",1,5,0,5,2025.04.24.,사장님께서 친절하구 유머있게 잘해주셔요~굿 ,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
savif",11,4.7,1,5,2025.04.04.,,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
정원이",1,5,0,5,2025.02.15.,,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
덕이",2,3,0,5,2025.02.15.,"분위기도 좋고, 맛도 좋아 자주 옵니다. 가족이나 친구들끼리 저녁 먹고 한잔하기 딱 좋습니다. ",,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
진수",84,3.8,5,3,2025.02.13.,"냉동이에요
맛이 없진 않아요 근데 밑반찬이 좀 부실햐용.. ",,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
대호떡방",4,5,0,5,2024.12.14.,,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F80f7a18d33c6640502d0f92d83f16f8073e18578%3Foriginal,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
삐삐까",14,4.6,2,5,2024.07.30.,"고기 먹을일있으면 항상 가는곳인데 
고기가 맛있고
같이 곁들여 나오는 반찬들도 맛있어요ㅎ ",,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
oasis717",1,5,0,5,2024.06.29.,,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
억두",12,3.8,6,2,2024.05.15.,"고기 맛있는데 편차가 커요
무한리필처럼
처음 나오는 고기랑 추... 더보기",,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
햄이이모",25,4.2,0,5,2024.05.02.,고기도 맛있고 곁들일 반찬도 다양해서 좋았어요! 사람이 많아서 시끄러운 것이 단점...?? ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5bd039bc4037147b7e6f7bc30f0f703e498a1fe2%3Foriginal,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
영호",5,4.8,0,5,2023.09.02.,"모든메뉴 다맛있고 직원분들도 친절해요!
특히 반찬이며 사이드 모든거 하나 빼놓을 것 없이 최고에요!
고기 육질 불판 서비스 모두 만족했어요 다음에 또 올게요!! ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F62bf67dd2091ffdd21a2178aa55d381996a0503e%3Foriginal,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
이남륜",5,5,0,5,2023.08.26.,,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
12212014",3,3.3,0,5,2023.06.11.,이거 먹으려고 인하대 옴 ,,https://place.map.kakao.com/1743239719#review
인하 주먹고기,"육류,고기",4.7,"16
개","30
개",영업 전,영업 전15:00 오픈월(11/3)15:00 ~ 24:00화(11/4)15:00 ~ 24:00수(11/5)15:00 ~ 24:00목(11/6)15:00 ~ 24:00금(11/7)15:00 ~ 24:00토(11/8)15:00 ~ 24:00일(11/9)15:00 ~ 24:00수정제안,인천 미추홀구 용정공원로83번길 49 (우)22188,용현동 665-8,,,"https://www.instagram.com/jumukgogi_/
수정제안","
스코어러",102,3.4,6,5,2022.12.30.,"직원분들이 친절해서 기분 좋게 식사 할 수 있었다.
주먹고기 맛도 좋았고 가격도 저렴한 편이라 부담없이 많이 시켜먹을 수 있다.
계란찜도 수분 가... 더보기",,https://place.map.kakao.com/1743239719#review
핵밥 인하대점,한식,,,,영업 중,영업 중21:00 까지월(11/3)10:30 ~ 21:00화(11/4)10:30 ~ 21:00수(11/5)10:30 ~ 21:00목(11/6)10:30 ~ 21:00금(11/7)10:30 ~ 21:00토(11/8)10:30 ~ 21:00일(11/9)10:30 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 79 2층 (우)22207,용현동 190-15,,,"https://hecbob.com
수정제안",,,,,,,,,
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
aksanqkd0",20,3.1,3,1,2025.06.17.,"맛을 떠나서 음식 달고 짜고 냄새나궁
돈을떠나서 두번은 안가요  ㅜㅜ ",,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
ddan_dda_raa",7,4.4,1,5,2025.05.01.,"국물이 생각나면,,, 항상찾는 밥집입니다,,,

8천원에,,, 넘치는 한상,,,, 그리고 무한 ... 더보기",,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
BlueHat",110,4.8,6,5,2025.02.02.,,,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
아무개2호",10,4,0,5,2025.01.04.,,,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
뭐",119,2.1,3,2,2024.11.13.,맛없음.. 인기 많은 이유를 모르겠음 혹시나해서 몇 번 더 가봤는데 맛없음 ,,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
뉴캐슬챔스우승",1148,4.5,1173,5,2024.05.02.,가격도 저렴하고 맛있어요! ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbfb3429c80c98298e352a458cbb3e6a614573c00%3Foriginal,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
고은찬",45,5,0,5,2024.03.01.,고추장 찌게가 진짜 맛있어요 ,,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
마타누이",63,4.6,1,5,2023.11.24.,식당도 깔끔하고 음식도 맛있었습니다. ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe0dcbe94b8f4e5fc2bdca4531b98d6379c0ba23e%3Foriginal,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
박서준",1,5,0,5,2023.11.14.,싸고 맛있어요! 밥무한리필 굳굳 ,,https://place.map.kakao.com/1206972773#review
온뚝,한식,4.3,"10
개","13
개",영업 중,영업 중20:00 까지월(11/3)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임화(11/4)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임수(11/5)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임목(11/6)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임금(11/7)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임토(11/8)10:30 ~ 20:0015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 경인남길30번길 33 2층 (우)22207,용현동 194-8,,328761521,"웹사이트를 알려주세요
수정제안","
모람모람",7,4.1,0,5,2023.11.13.,"가격은 착하고 맛있었어요. 다만, 오늘 첫날이다 보니 웨이팅이 있었고 찌개는 빨리 나왔는데 제육은 늦게 나왔네요.(둘다 맛있었... 더보기",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F53c83908045b38b74a559c5146697194e8bfa08d%3Foriginal,https://place.map.kakao.com/1206972773#review
와이키키피자,피자,,,,영업 전,영업 전12:00 오픈월(11/3)12:00 ~ 22:00화(11/4)12:00 ~ 22:00수(11/5)12:00 ~ 22:00목(11/6)12:00 ~ 22:00금(11/7)12:00 ~ 22:00토(11/8)12:00 ~ 22:00일(11/9)12:00 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점77번길 29 1층 (우)22207,용현동 195-20,,,"웹사이트를 알려주세요
수정제안",,,,,,,,,
치즈를사랑한찜닭 인하대점,닭요리,4.5,"11
개","23
개",영업 중,영업 중22:30 까지월(11/3)10:30 ~ 22:3021:40 라스트오더화(11/4)10:30 ~ 22:3021:40 라스트오더수(11/5)10:30 ~ 22:3021:40 라스트오더목(11/6)10:30 ~ 22:3021:40 라스트오더금(11/7)10:30 ~ 22:3021:40 라스트오더토(11/8)10:30 ~ 22:3021:40 라스트오더일(11/9)10:30 ~ 22:3021:40 라스트오더수정제안,인천 미추홀구 경인남길30번길 58 1층 (우)22207,용현동 188-16,,328682007,"웹사이트를 알려주세요
수정제안","
두치와흑구",123,4,6,5,2024.11.30.,대학 졸업하고도 다시 찾게 되는 참된 맛집입니다. 오래오래 잘 운영되기 진심으로 바랍니다.ㅎㅎ ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3023fb215466aadda636e74b7d773d6c2b2a9c8c%3Foriginal,https://place.map.kakao.com/1252519324#review
